,ID,Name,Province,ClimateID,StationID,WMOID,TCID,LatitudeDD,LongitudeDD,Latitude,Longitude,Elevation,FirstYear,LastYear,HourlyFirstYr,HourlyLastYr,DailyFirstYr,DailyLastYr,MonthlyFirstYr,MonthlyLastYr
311,7639,NEYS PARK,Ontario,6045FBD,9879,NA,NA,48.8,-86.58,484800000,-863500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,7664,SCHREIBER TOWER,Ontario,6047629,7591,NA,NA,48.8,-87.23,484800000,-871400000,341.4,NA,NA,NA,NA,NA,NA,NA,NA
313,7674,TERRACE BAY,Ontario,6048230,4054,NA,NA,48.8,-87.1,484800000,-870600000,289,1972,1999,NA,NA,1972,1999,1972,1999
314,7440,ATIKOKAN A,Ontario,6020CH1,9832,NA,NA,48.78,-91.63,484700000,-913800000,428.5,NA,NA,NA,NA,NA,NA,NA,NA
315,7468,STRATTON,Ontario,6028125,3948,NA,NA,48.78,-94.05,484700000,-940300000,358.1,1970,1986,NA,NA,1970,1986,1970,1986
316,7550,AGUASABON,Ontario,6040081,3985,NA,NA,48.78,-87.17,484700000,-871000000,189,1950,1972,NA,NA,1950,1972,1950,1972
317,7710,DORION,Ontario,604K066,9904,NA,NA,48.78,-88.65,484700000,-883900000,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,7454,MINE CENTRE,Ontario,6025203,3943,NA,NA,48.77,-92.62,484600000,-923700000,342.9,1914,2005,NA,NA,1914,2005,1914,2005
319,7463,RAINY RIVER,Ontario,6026853,3946,NA,NA,48.77,-94.67,484600000,-944000000,328.9,1978,1980,NA,NA,1978,1980,1978,1980
320,7897,FREDERICKHOUSE LAKE DAM,Ontario,6072595,4148,NA,NA,48.77,-80.98,484600000,-805900000,283.5,1950,1961,NA,NA,1950,1961,1950,1961
321,7441,ATIKOKAN (AUT),Ontario,6020LPQ,10220,71747,WCH,48.76,-91.63,484540000,-913741000,389.3,1994,2016,1994,2016,2000,2016,2005,2006
322,7455,MINE CENTRE SOUTHWEST,Ontario,6025205,44343,NA,NA,48.76,-92.62,484535060,-923722000,361,2005,2016,NA,NA,2005,2016,2005,2006
323,7619,MARATHON AIRPORT,Ontario,6044961,4027,NA,YSP,48.76,-86.34,484520000,-862040000,315.5,1988,2007,2007,2007,1988,1999,1988,1999
324,7620,MARATHON A,Ontario,6044962,46527,NA,YSP,48.76,-86.34,484519000,-862040000,314.55,2007,2014,2007,2014,NA,NA,NA,NA
325,7621,MARATHON A,Ontario,6044963,52338,NA,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2016,2014,2016,NA,NA,NA,NA
326,7623,MARATHON A,Ontario,6044967,53138,NA,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2016,2014,2016,NA,NA,NA,NA
327,7432,ATIKOKAN,Ontario,6020379,3929,NA,NA,48.75,-91.62,484500000,-913700000,395.3,1966,1988,1966,1988,1966,1988,1966,1988
328,7446,EMO 2,Ontario,6022301,3937,NA,NA,48.75,-93.88,484500000,-935300000,335.3,1957,1968,NA,NA,1957,1968,1957,1968
329,7460,NEYS WX RADIO,Ontario,6025590,47647,NA,NA,48.75,-86.57,484450000,-863400000,443,NA,NA,NA,NA,NA,NA,NA,NA
330,7471,EMO HOSKINS,Ontario,602B300,3927,NA,NA,48.75,-93.85,484500000,-935100000,351.1,1978,1993,NA,NA,1978,1993,1978,1993
331,7643,BATTLE ISLAND,Ontario,6046285,26859,NA,WMF,48.75,-87.55,484500000,-873300000,197,1994,1997,1994,1997,NA,NA,NA,NA
332,7887,COUCHICHING FALLS,Ontario,6071911,7623,NA,NA,48.75,-80.28,484500000,-801700000,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,7905,IROQUOIS FALLS,Ontario,6073810,4154,NA,NA,48.75,-80.67,484500000,-804000000,259.1,1913,1998,NA,NA,1913,1998,1913,1998
334,7963,TWIN FALLS,Ontario,6079040,4182,NA,NA,48.75,-80.58,484500000,-803500000,274.3,1955,1973,NA,NA,1955,1973,1955,1973
335,7433,ATIKOKAN CLI,Ontario,6020381,3930,NA,NA,48.73,-91.63,484400000,-913800000,391.4,1914,1971,NA,NA,1914,1971,1914,1971
336,7452,KAWENE,Ontario,6024010,3942,NA,NA,48.73,-91.2,484400000,-911200000,454.2,1935,1951,NA,NA,1935,1951,1935,1951
337,7472,RAINY RIVER-COOPER,Ontario,602FQ5L,6897,NA,NA,48.73,-94.62,484400000,-943700000,323,1991,1993,NA,NA,1991,1993,1991,1993
338,7644,PENINSULA,Ontario,6046376,7589,NA,NA,48.73,-86.38,484400000,-862300000,216.1,NA,NA,NA,NA,NA,NA,NA,NA
339,7655,RAITH TCPL 64,Ontario,6046856,4043,NA,NA,48.73,-89.87,484400000,-895200000,433.1,1969,1984,NA,NA,1969,1984,1969,1984
340,7948,PORQUIS JUNCTION A,Ontario,6076575,4175,NA,NA,48.73,-80.8,484400000,-804800000,307.5,1938,1955,NA,NA,1938,1955,1938,1955
341,7435,ATIKOKAN WX RADIO,Ontario,6020395,47667,NA,NA,48.72,-91.57,484308000,-913407000,469,NA,NA,NA,NA,NA,NA,NA,NA
342,7462,RAINY RIVER,Ontario,6026852,3945,NA,NA,48.72,-94.53,484300000,-943200000,316,1914,2003,NA,NA,1914,2003,1916,2003
343,7466,SLEEMAN,Ontario,6027825,3947,NA,NA,48.72,-94.42,484300000,-942500000,335.3,1964,1991,NA,NA,1964,1991,1964,1991
344,7618,MARATHON,Ontario,6044959,4026,NA,NA,48.72,-86.4,484300000,-862400000,189,1945,1984,NA,NA,1945,1984,1945,1984
345,7622,MARATHON FORESTRY,Ontario,6044965,7586,NA,NA,48.72,-86.38,484300000,-862300000,214.3,NA,NA,NA,NA,NA,NA,NA,NA
346,7470,STRATTON ROMYN,Ontario,6028128,3950,NA,NA,48.7,-94.17,484200000,-941000000,366.1,1978,2004,NA,NA,1978,2004,1978,2004
347,7574,DOG LAKE DAM,Ontario,6042036,3998,NA,NA,48.7,-89.62,484200000,-893700000,420,1923,1958,NA,NA,1923,1958,1923,1958
348,7593,HEMLO BATTLE MOUNTAIN,Ontario,6043452,4008,NA,NA,48.7,-85.88,484200000,-855300000,335,1985,2001,NA,NA,1985,2001,1985,2001
349,7626,MOBERT,Ontario,6045243,7587,NA,NA,48.7,-85.63,484200000,-853800000,333.5,NA,NA,NA,NA,NA,NA,NA,NA
350,7474,EMO RADBOURNE,Ontario,602K300,3928,NA,NA,48.68,-93.83,484100000,-935000000,350,1978,2002,NA,NA,1978,2002,1978,2002
351,7608,KING,Ontario,6044129,7585,NA,NA,48.68,-85.43,484100000,-852600000,335.3,NA,NA,NA,NA,NA,NA,NA,NA
352,7916,KIDD CREEK MINE,Ontario,6074100,4158,NA,NA,48.68,-81.37,484100000,-812200000,277.4,1968,1979,NA,NA,1968,1979,1968,1979
353,7594,HERON BAY,Ontario,6043458,4009,NA,NA,48.67,-86.28,484000000,-861700000,215.2,1886,1920,NA,NA,1886,1920,1886,1920
354,7447,FORT FRANCES RCS,Ontario,6022474,46507,71962,TAG,48.65,-93.44,483904000,-932620002,342,2007,2016,2007,2016,2007,2016,NA,NA
355,7449,FORT FRANCES A,Ontario,6022476,3939,NA,NA,48.65,-93.43,483900000,-932600000,342,1976,2011,NA,NA,1976,2011,1976,2006
356,7609,KINGFISHER LAKE,Ontario,6044138,4017,NA,NA,48.65,-89.07,483900000,-890400000,487.7,1975,1977,NA,NA,1975,1977,1975,1977
357,7636,ONE ISLAND LAKE,Ontario,6045781,6898,NA,NA,48.65,-89.42,483900000,-892500000,457.2,1992,1993,NA,NA,1992,1993,1992,1993
358,7436,BARWICK,Ontario,6020559,3932,NA,NA,48.63,-93.97,483800000,-935800000,335,1978,2016,NA,NA,1978,2016,1978,2006
359,7444,DEVLIN BELLAMY,Ontario,6022011,3935,NA,NA,48.63,-93.67,483800000,-934000000,347.2,1978,1992,NA,NA,1978,1992,1979,1992
360,7445,EMO,Ontario,6022300,3936,NA,NA,48.63,-93.8,483800000,-934800000,337.1,1922,1968,NA,NA,1922,1968,1922,1968
361,7614,LOON,Ontario,6044612,4022,NA,NA,48.63,-88.77,483800000,-884600000,323.1,1979,1980,NA,NA,1979,1980,1979,1980
362,7665,SHEBANDOWAN LAKE,Ontario,6047688,7407,NA,NA,48.63,-90.07,483800000,-900400000,449.6,NA,NA,NA,NA,NA,NA,NA,NA
363,7721,UPSALA,Ontario,604R093,9891,NA,NA,48.63,-90.07,483800000,-900400000,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,7448,FORT FRANCES,Ontario,6022475,3938,NA,NA,48.62,-93.42,483700000,-932500000,343.2,1892,1995,NA,NA,1892,1995,1892,1995
365,7451,FORT FRANCES FORESTRY,Ontario,6022487,3941,NA,NA,48.62,-93.4,483700000,-932400000,342,1943,1965,NA,NA,1943,1965,1943,1964
366,7565,BURCHELL LAKE,Ontario,6041036,3993,NA,NA,48.62,-90.58,483700000,-903500000,464.8,1962,1967,NA,NA,1962,1967,1962,1967
367,7667,SLATE ISLAND,Ontario,6047810,4049,NA,NA,48.62,-87,483716000,-865945000,185.9,1966,1989,NA,NA,1966,1989,1966,1989
368,7686,TROUT LAKE,Ontario,6048951,4056,NA,NA,48.62,-89.37,483700000,-892200000,457.2,1980,1981,NA,NA,1980,1981,1980,1981
369,7885,CONNAUGHT,Ontario,6071855,4143,NA,NA,48.62,-80.92,483700000,-805500000,281.3,1962,1981,NA,NA,1962,1981,1962,1981
370,7886,CONNAUGHT,Ontario,6071860,48908,NA,NA,48.62,-80.9,483700000,-805400000,281.3,2010,2012,NA,NA,2010,2012,NA,NA
371,7651,PUKASKWA (AUT),Ontario,6046768,49848,71750,WCJ,48.61,-86.29,483628000,-861714000,191.5,2011,2016,2012,2016,2011,2016,NA,NA
372,7439,PUKASKWA WX RADIO,Ontario,6020783,30207,NA,NA,48.6,-86.29,483608000,-861707000,190,NA,NA,NA,NA,NA,NA,NA,NA
373,7605,KASHABOWIE,Ontario,6044000,4014,NA,NA,48.6,-90.6,483600000,-903600000,466.6,1956,1958,NA,NA,1956,1958,1956,1958
374,7652,PUKASKWA NATL PARK,Ontario,6046770,4041,NA,NA,48.6,-86.3,483600000,-861800000,192,1983,2005,NA,NA,1983,2005,1983,2005
375,7769,PETERBELL,Ontario,6056412,7602,NA,NA,48.6,-83.32,483600000,-831900000,315.8,NA,NA,NA,NA,NA,NA,NA,NA
376,7796,WHITE RIVER,Ontario,6059475,4104,NA,NA,48.6,-85.28,483600000,-851700000,378.9,1886,1976,1953,1976,1886,1976,1886,1976
377,7650,PUKASKWA (AUT),Ontario,6046767,10918,71750,WCJ,48.59,-86.29,483518000,-861741000,207.6,1994,2012,1994,2012,1996,2012,2005,2006
378,7564,BUDA,Ontario,6041033,7396,NA,NA,48.58,-90,483500000,-900000000,450.2,NA,NA,NA,NA,NA,NA,NA,NA
379,7578,FINMARK,Ontario,6042416,7398,NA,NA,48.58,-89.75,483500000,-894500000,359.7,NA,NA,NA,NA,NA,NA,NA,NA
380,7592,HAZELWOOD LAKE,Ontario,6043396,27292,NA,WHZ,48.58,-89.3,483500000,-891800000,445.6,NA,NA,NA,NA,NA,NA,NA,NA
381,7698,WHITE LAKE PARK,Ontario,6049DG1,9920,NA,NA,48.58,-85.42,483500000,-852500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,7805,MISSINAIBA PARK,Ontario,605N20R,9902,NA,NA,48.58,-83.42,483500000,-832500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,7915,KETTLE LAKES,Ontario,60740RM,9909,NA,NA,48.57,-80.87,483400000,-805200000,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,7960,TIMMINS VICTOR POWER A,Ontario,6078285,4180,71739,YTS,48.57,-81.38,483411000,-812236000,294.7,1955,2012,1955,2012,1955,2012,1955,2011
385,7961,TIMMINS A,Ontario,6078286,50460,71739,YTS,48.57,-81.38,483414000,-812236000,294.7,2012,2016,2012,2016,2012,2016,NA,NA
386,7979,TIMMINS,Ontario,607QKPR,9906,NA,NA,48.57,-81.37,483400000,-812200000,0,NA,NA,NA,NA,NA,NA,NA,NA
387,7958,TIMMINS  CLDN,Ontario,6078281,30187,NA,NA,48.56,-81.39,483326000,-812325000,294.4,NA,NA,NA,NA,NA,NA,NA,NA
388,7959,TIMMINS CLIMATE,Ontario,6078282,47547,71193,TMS,48.56,-81.39,483326000,-812325000,294.4,2008,2016,2008,2016,2008,2016,NA,NA
389,7450,FORT FRANCES CDA EPF,Ontario,6022480,3940,NA,NA,48.55,-93.52,483300000,-933100000,353.6,1960,1962,NA,NA,1960,1962,1960,1962
390,7453,LITTLE FORKS,Ontario,6024453,7378,NA,NA,48.55,-93.7,483300000,-934200000,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,7603,KAMINISTIKWIA,Ontario,6043949,4013,NA,NA,48.55,-89.4,483300000,-892400000,457.2,1973,1974,NA,NA,1973,1974,1973,1974
392,7718,SLATE ISLAND BUOY,Ontario,604PH0R,10214,NA,NA,48.54,-86.95,483224000,-865642000,183.2,NA,NA,NA,NA,NA,NA,NA,NA
393,7437,BEAVERHOUSE,Ontario,6020628,9884,NA,NA,48.53,-92.1,483200000,-920600000,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,7458,MT BALDY WX RADIO,Ontario,6025450,47668,NA,NA,48.53,-89.12,483133000,-890712000,490,NA,NA,NA,NA,NA,NA,NA,NA
395,7604,KAMINISTIQUIA,Ontario,6043950,7403,NA,NA,48.53,-89.58,483200000,-893500000,310,NA,NA,NA,NA,NA,NA,NA,NA
396,7726,THUNDER BAY  WX RADIO,Ontario,604T009,30213,NA,NA,48.53,-89.12,483133000,-890712000,470,NA,NA,NA,NA,NA,NA,NA,NA
397,7923,MATHESON,Ontario,6075012,4162,NA,NA,48.53,-80.45,483200000,-802700000,259.1,1968,1972,NA,NA,1968,1972,1968,1972
398,7924,MATHESON ONT HYDRO,Ontario,6075013,4163,NA,NA,48.53,-80.47,483200000,-802800000,274,1983,1992,NA,NA,1983,1992,1983,1992
399,7443,DEVLIN,Ontario,6022010,3934,NA,NA,48.52,-93.75,483100000,-934500000,335,1978,1992,NA,NA,1978,1992,1978,1992
400,7953,SANDY FALLS,Ontario,6077475,4177,NA,NA,48.52,-81.43,483100000,-812600000,262.1,1950,1964,NA,NA,1950,1964,1950,1964
401,7576,DONA,Ontario,6042063,4000,NA,NA,48.5,-89.52,483000000,-893100000,317.3,1926,1958,NA,NA,1926,1958,1926,1958
402,7705,THUNDER BAY POMBER,Ontario,604H26A,3979,NA,NA,48.5,-89.22,483000000,-891300000,228.9,1979,1988,NA,NA,1979,1988,1979,1988
403,7742,ELSAS,Ontario,6052290,7597,NA,NA,48.5,-82.83,483000000,-825000000,332.8,NA,NA,NA,NA,NA,NA,NA,NA
404,7957,TIMMINS,Ontario,6078280,4179,NA,NA,48.5,-81.33,483000000,-812000000,335.3,1922,1957,NA,NA,1922,1957,1922,1957
405,7746,GRASSETT,Ontario,6052996,7599,NA,NA,48.48,-84.48,482900000,-842900000,377.3,NA,NA,NA,NA,NA,NA,NA,NA
406,7946,PORCUPINE,Ontario,6076570,7635,NA,NA,48.48,-81.3,482900000,-811800000,288.6,NA,NA,NA,NA,NA,NA,NA,NA
407,7956,TIMMINS  WX RADIO,Ontario,6078279,30228,NA,NA,48.48,-81.3,482837000,-811800000,308,NA,NA,NA,NA,NA,NA,NA,NA
408,7591,HAZELWOOD,Ontario,6043390,54378,NA,NA,48.47,-89.27,482800000,-891600000,322.5,2016,2016,NA,NA,2016,2016,NA,NA
409,7627,MYRT LAKE,Ontario,6045541,4028,NA,NA,48.47,-90.72,482800000,-904300000,518.2,1980,1985,NA,NA,1980,1985,1980,1985
410,7647,PORT ARTHUR,Ontario,6046589,7405,NA,NA,48.47,-89.32,482800000,-891900000,301.8,NA,NA,NA,NA,NA,NA,NA,NA
411,7743,FRANZ,Ontario,6052563,4072,NA,NA,48.47,-84.42,482800000,-842500000,373.4,1917,1960,NA,NA,1917,1960,1917,1960
412,7888,DOME,Ontario,6072052,7624,NA,NA,48.47,-81.25,482800000,-811500000,296.3,NA,NA,NA,NA,NA,NA,NA,NA
413,7947,PORCUPINE ONT HYDRO,Ontario,6076572,4174,NA,NA,48.47,-81.27,482800000,-811600000,298.7,1969,2001,NA,NA,1969,2001,1969,2001
414,7962,TIMMINS ONT HYDRO,Ontario,6078290,4181,NA,NA,48.47,-81.37,482800000,-812200000,307.8,1951,1969,NA,NA,1951,1969,1951,1969
415,7649,PORT ARTHUR FORESTRY,Ontario,6046592,7406,NA,NA,48.45,-89.2,482700000,-891200000,198.1,NA,NA,NA,NA,NA,NA,NA,NA
416,7658,PORT ARTHUR,Ontario,6.05E+91,7410,NA,NA,48.45,-89.23,482700000,-891400000,240.8,NA,NA,NA,NA,NA,NA,NA,NA
417,7707,THUNDER BAY PROVINCIAL PAPER,Ontario,604HK61,3978,NA,NA,48.45,-89.17,482700000,-891000000,184.4,1990,1990,NA,NA,1990,1990,1990,1990
418,7744,FRANZ FORESTRY,Ontario,6052565,4073,NA,NA,48.45,-84.4,482700000,-842400000,371.6,1952,1952,NA,NA,NA,NA,1952,1952
419,7610,LAKEHEAD UNIVERSITY,Ontario,6044298,4018,NA,NA,48.43,-89.27,482600000,-891600000,210.3,1968,2002,NA,NA,1968,2002,1968,2002
420,7646,PORT ARTHUR,Ontario,6046588,4039,NA,NA,48.43,-89.22,482600000,-891300000,195.1,1877,1941,NA,NA,1877,1941,1877,1941
421,7722,NORTHERN ONTARIO EER,Ontario,604S001,26912,NA,XQT,48.43,-89.22,482600000,-891300000,0,2001,2015,2001,2015,NA,NA,NA,NA
422,7637,THUNDER BAY RSB,Ontario,6045782,10674,NA,NA,48.42,-89.22,482500000,-891300000,186.7,NA,NA,NA,NA,NA,NA,NA,NA
423,7648,PORT ARTHUR CKPR,Ontario,6046590,4040,NA,NA,48.42,-89.27,482500000,-891600000,188.1,1959,1963,NA,NA,1959,1963,1959,1963
424,7681,THUNDER BAY BURWOOD,Ontario,6048266,44324,NA,NA,48.41,-89.28,482450200,-891641700,200,2005,2016,NA,NA,2005,2016,2005,2006
425,7579,FORT WILLIAM,Ontario,6042498,7399,NA,NA,48.4,-89.23,482400000,-891400000,186.8,NA,NA,NA,NA,NA,NA,NA,NA
426,7601,KAKABEKA FALLS,Ontario,6043930,4012,NA,NA,48.4,-89.62,482400000,-893700000,278,1908,1977,NA,NA,1908,1977,1908,1977
427,7706,THUNDER BAY WPCP,Ontario,604HBFA,3977,NA,NA,48.4,-89.23,482400000,-891400000,184.4,1960,1989,NA,NA,1960,1989,1960,1989
428,7624,MARIE LOUISE LAKE,Ontario,6044974,27291,NA,WLK,48.37,-88.8,482200000,-884800000,239.9,1997,1997,1997,1997,NA,NA,NA,NA
429,7677,THUNDER BAY,Ontario,6048260,49389,71072,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2016,2012,2016,2012,2016,NA,NA
430,7678,THUNDER BAY A,Ontario,6048261,4055,NA,YQT,48.37,-89.33,482210000,-891938038,199,1941,2012,1953,2012,1941,2004,1941,2004
431,7679,THUNDER BAY A,Ontario,6048262,50132,NA,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2016,2012,2016,NA,NA,NA,NA
432,7680,THUNDER BAY AWOS,Ontario,6048264,30667,71749,ZQT,48.37,-89.32,482200000,-891900000,199.3,1994,2012,NA,NA,1994,2012,2004,2006
433,7682,THUNDER BAY CS,Ontario,6048268,30682,71667,ZTB,48.37,-89.33,482210000,-891938000,199.4,2000,2016,2000,2016,2003,2016,2003,2006
434,7683,THUNDER BAY AIRPORT MAINTAIR,Ontario,6048270,42523,NA,NA,48.37,-89.32,482216038,-891858056,194.1,2003,2005,NA,NA,2003,2005,2003,2005
435,7695,WELCOME ISLAND (AUT),Ontario,6049443,4061,71751,WEC,48.37,-89.12,482209000,-890710000,211.4,1967,2016,1994,2016,1967,2016,1967,1985
436,7723,THUNDER BAY A FIREHALL,Ontario,604S003,27084,NA,NA,48.37,-89.32,482200000,-891900000,199,1995,2016,NA,NA,1995,2016,1995,2006
437,7725,THUNDER BAY  CLDN,Ontario,604T002,30194,NA,YQT,48.37,-89.33,482209000,-891939000,199,NA,NA,NA,NA,NA,NA,NA,NA
438,7949,RAMORE  WX RADIO,Ontario,6076869,30223,NA,NA,48.37,-80.27,482223000,-801622000,385,NA,NA,NA,NA,NA,NA,NA,NA
439,7589,FLINT,Ontario,6042MJ7,3997,NA,NA,48.35,-89.68,482100000,-894100000,274,1979,2014,NA,NA,1979,2014,1979,2006
440,7966,WAWAITIN,Ontario,6079415,4184,NA,NA,48.35,-81.4,482100000,-812400000,271.3,1913,1965,NA,NA,1913,1965,1913,1965
441,7666,SILVER ISLET,Ontario,6047715,7408,NA,NA,48.33,-88.75,482000000,-884500000,193.2,NA,NA,NA,NA,NA,NA,NA,NA
442,7803,DUBREUILVILLE (HOBON),Ontario,605KJK4,9914,NA,NA,48.33,-84.53,482000000,-843200000,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,7894,ELK LAKE,Ontario,6072257,7625,NA,NA,48.33,-80.27,482000000,-801600000,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,7950,RAMORE TS,Ontario,6076870,4176,NA,NA,48.33,-80.43,482000000,-802600000,286.5,1960,1966,NA,NA,1960,1966,1960,1966
445,7688,THUNDER BAY MCS CENTRE,Ontario,6048K6J,4050,NA,NA,48.32,-89.38,481900000,-892300000,231.6,1980,1984,NA,NA,1980,1984,1980,1984
446,7759,MISSANABIE,Ontario,6055209,4082,NA,NA,48.32,-84.08,481900000,-840500000,334.7,1889,1902,NA,NA,1889,1902,1889,1902
447,7687,TROWBRIDGE (AUT),Ontario,6048955,7977,NA,WAB,48.3,-88.87,481800000,-885200000,218,1994,2000,1994,2000,1994,2000,NA,NA
448,7696,WHITEFISH LAKE,Ontario,6049466,4062,NA,NA,48.28,-89.92,481700000,-895500000,399,1980,2008,NA,NA,1980,2008,1980,2006
449,7708,BIG THUNDER,Ontario,604I261,26860,NA,NA,48.28,-89.38,481700000,-892300000,298.8,1995,1995,1995,1995,NA,NA,NA,NA
450,7442,CACHE BAY,Ontario,6021067,9887,NA,NA,48.25,-91.67,481500000,-914000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,7828,FOLEYET,Ontario,6062425,4115,NA,NA,48.25,-82.43,481500000,-822600000,328.6,1931,1974,NA,NA,1931,1974,1931,1973
452,7684,TRANQUILLO RIDGE,Ontario,6048864,6899,NA,NA,48.23,-89.52,481400000,-893100000,317,1991,2007,NA,NA,1991,2007,1991,2006
453,7834,MANVILLE REEVES,Ontario,6064942,4119,NA,NA,48.22,-82.08,481300000,-820500000,335.3,1973,1975,NA,NA,1973,1975,1973,1975
454,7918,KIRKLAND LAKE A,Ontario,6074210,7982,NA,YKX,48.22,-79.98,481300000,-795900000,353.6,NA,NA,NA,NA,NA,NA,NA,NA
455,7473,CABIN 16,Ontario,602J0FF,9886,NA,NA,48.17,-91.53,481000000,-913200000,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,7633,NOLALU,Ontario,6045675,4032,NA,NA,48.15,-89.88,480900000,-895300000,381,1973,1980,NA,NA,1973,1980,1973,1980
457,7653,PUKASKWA RIVER,Ontario,6046773,10583,NA,NA,48.15,-85.8,480900000,-854800000,250,NA,NA,NA,NA,NA,NA,NA,NA
458,7736,DALTON,Ontario,6051R65,4066,NA,NA,48.15,-84.03,480900000,-840200000,342.9,1977,1979,NA,NA,1977,1979,1977,1979
459,7917,KIRKLAND LAKE,Ontario,6074209,4159,NA,NA,48.15,-80,480900000,-800000000,324,1950,1996,NA,NA,1950,1996,1950,1996
460,7919,KIRKLAND LAKE CS,Ontario,6074211,27535,71301,XKI,48.15,-80,480900000,-800000000,324,1997,2016,2001,2016,1997,2016,1997,2006
461,7965,VIRGINIATOWN,Ontario,6079150,7638,NA,NA,48.15,-79.52,480900000,-793100000,356,NA,NA,NA,NA,NA,NA,NA,NA
462,7635,NORTH LAKE,Ontario,6045711,4034,NA,NA,48.13,-90.57,480800000,-903400000,478.8,1921,1941,NA,NA,1921,1941,1921,1941
463,7634,NOLALU SSW22,Ontario,6045676,4033,NA,NA,48.1,-89.88,480600000,-895300000,349.9,1979,1985,NA,NA,1979,1985,1979,1985
464,7702,PIGEON RIVER,Ontario,604FNL6,3976,NA,NA,48.08,-89.63,480500000,-893800000,289.6,1970,1978,NA,NA,1970,1978,1970,1978
465,7747,HAWK JUNCTION,Ontario,6053391,4074,NA,NA,48.08,-84.55,480500000,-843300000,327.7,1969,1971,NA,NA,1969,1971,1969,1971
466,7977,KIRKLAND LAKE,Ontario,607MK0Q,9912,NA,NA,48.08,-80.08,480500000,-800500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,7786,STEEP HILL FALLS,Ontario,6058010,4098,NA,NA,48.07,-84.8,480400000,-844800000,335.3,1915,1939,NA,NA,1915,1939,1915,1939
468,7461,PRAIRIE PORTAGE,Ontario,6026704,9888,NA,NA,48.05,-91.43,480300000,-912600000,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,7926,MISTINIKON LAKE DAM,Ontario,6075211,4165,NA,NA,48.05,-80.72,480300000,-804300000,320,1950,1960,NA,NA,1950,1960,1950,1960
470,7837,MATTAGAMI LAKE DAM,Ontario,6065015,4122,NA,NA,48.02,-81.55,480100000,-813300000,327.7,1950,1957,NA,NA,1950,1957,1950,1957
471,7952,ROUND LAKE,Ontario,6077198,7637,NA,NA,48.02,-80.03,480100000,-800200000,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,7793,WAWA,Ontario,6059409,4103,NA,NA,48,-84.8,480000000,-844800000,297.2,1969,1984,NA,NA,1969,1984,1969,1984
473,7794,WAWA HEADQUARTERS,Ontario,6059410,7605,NA,NA,48,-84.75,480000000,-844500000,292.6,NA,NA,NA,NA,NA,NA,NA,NA
474,7804,HAWK JUNCTION,Ontario,605LLR0,9922,NA,NA,48,-84,480000000,-840000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,7872,ELSAS,Ontario,606KKQR,9903,NA,NA,48,-82,480000000,-820000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,7980,WARREN'S MILL,Ontario,607R290,9910,NA,NA,48,-81,480000000,-810000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,7791,WAWA A,Ontario,6059407,52818,71738,YXZ,47.97,-84.79,475801000,-844711000,287.7,2014,2016,2014,2016,2014,2016,NA,NA
478,7792,WAWA (AUT),Ontario,6059408,4102,NA,WXZ,47.97,-84.78,475800000,-844700000,287.1,1940,2015,1994,2015,1940,2006,1940,2006
479,7795,WAWA A,Ontario,6059413,52998,NA,YXZ,47.97,-84.79,475801000,-844711000,287.7,2014,2016,2014,2016,NA,NA,NA,NA
480,7797,WAWA A,Ontario,6059D09,4099,NA,NA,47.97,-84.78,475800000,-844700000,287.1,1977,2014,1977,2014,1977,2014,1977,2014
481,7800,MICHIPICOTEN HARBOUR,Ontario,6.05E+97,9043,NA,NA,47.95,-84.88,475700000,-845300000,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,7748,HIGH FALLS,Ontario,6053463,4075,NA,NA,47.92,-84.72,475500000,-844300000,221,1976,1989,NA,NA,1976,1989,1976,1989
483,7838,MATTAGAMI PATROL,Ontario,6065020,4123,NA,NA,47.9,-81.55,475400000,-813300000,329.2,1957,1961,NA,NA,1957,1961,1957,1961
484,7758,MICHIPICOTEN FALLS,Ontario,6055095,4081,NA,NA,47.88,-84.63,475300000,-843800000,199,1882,1928,NA,NA,1882,1928,1882,1928
