ID,Name,Province,ClimateID,StationID,WMOID,TCID,LatitudeDD,LongitudeDD,Latitude,Longitude,Elevation,FirstYear,LastYear,HourlyFirstYr,HourlyLastYr,DailyFirstYr,DailyLastYr,MonthlyFirstYr,MonthlyLastYr
7358,EAST PEN ISLAND,Ontario,6012227,7370,NA,NA,56.77,-88.78,564600000,-884700000,11,1974,1974,1974,1974,NA,NA,NA,NA
7361,FORT SEVERN A,Ontario,6012500,45447,NA,YER,56.02,-87.68,560108000,-874034000,15.8,2006,2013,2006,2013,2006,2013,NA,NA
7362,FORT SEVERN A,Ontario,6012501,51219,71099,YER,56.02,-87.68,560108000,-874034000,15.8,2013,2016,2013,2016,2013,2016,NA,NA
7425,SEVERN RIVER (AUT),Ontario,601P68B,10726,NA,NA,55.38,-88.33,552300000,-882000000,56.4,1994,1995,1994,1995,NA,NA,NA,NA
7405,WINISK,Ontario,6019548,3925,NA,NA,55.27,-85.22,551600000,-851300000,12.2,1968,1979,NA,NA,1968,1979,1968,1978
7406,WINISK (AUT),Ontario,6019549,7578,NA,NA,55.23,-85.12,551400000,-850700000,13,1981,1986,1981,1986,NA,NA,NA,NA
7407,WINISK A,Ontario,6019550,3926,NA,NA,55.23,-85.12,551400000,-850700000,12.8,1957,1965,1957,1965,1959,1965,1959,1965
7377,PEAWANUCK  CLDN,Ontario,6016294,30189,NA,NA,55.01,-85.42,550048000,-852524000,52.1,NA,NA,NA,NA,NA,NA,NA,NA
7379,PEAWANUCK A,Ontario,6016298,52878,NA,YPO,54.99,-85.44,545917000,-852636000,52.7,2014,2016,2014,2016,NA,NA,NA,NA
7378,PEAWANUCK (AUT),Ontario,6016295,10197,71434,WWN,54.98,-85.43,545900000,-852600000,52.7,1994,2016,1994,2016,1994,2016,2003,2006
7418,SACHIGO RIVER,Ontario,601GBG0,7364,NA,NA,54.82,-89.33,544900000,-892000000,121.9,NA,NA,NA,NA,NA,NA,NA,NA
7344,AGUSK LAKE,Ontario,6010082,7572,NA,NA,54.67,-89.48,544000000,-892900000,152.4,NA,NA,NA,NA,NA,NA,NA,NA
7389,RANGER LAKE,Ontario,6016883,7576,NA,NA,54.57,-87.38,543400000,-872300000,109.7,NA,NA,NA,NA,NA,NA,NA,NA
7431,WINISK RIVER,Ontario,601R553,7571,NA,NA,54.55,-87.27,543300000,-871600000,106.7,NA,NA,NA,NA,NA,NA,NA,NA
7417,SACHIGO LAKE,Ontario,601GB70,7365,NA,NA,53.88,-92.15,535300000,-920900000,304.8,NA,NA,NA,NA,NA,NA,NA,NA
7402,TROUT LAKE,Ontario,6018948,7375,NA,NA,53.87,-89.77,535200000,-894600000,343.8,NA,NA,NA,NA,NA,NA,NA,NA
7350,BIG TROUT LAKE,Ontario,6010738,3914,NA,NA,53.83,-89.87,535000000,-895200000,224.1,1939,1992,1953,1992,1939,1992,1939,1992
7348,BIG TROUT LAKE A,Ontario,6010735,49488,71675,YTL,53.82,-89.9,534904000,-895349000,222.5,2011,2016,2011,2016,2011,2016,NA,NA
7351,BIG TROUT LAKE READAC,Ontario,6010739,10804,NA,TBL,53.82,-89.9,534856000,-895344000,222.2,1992,2013,1994,2013,1992,2013,NA,NA
7352,BIG TROUT LAKE,Ontario,6010740,50857,71208,OTL,53.82,-89.89,534858000,-895330000,222.5,2012,2016,2012,2016,2012,2016,NA,NA
7410,EKWAN RIVER (AUT),Ontario,601BKEK,10910,NA,NA,53.82,-84.92,534900000,-845500000,96,1994,1995,1994,1995,NA,NA,NA,NA
7349,BIG TROUT LAKE  CLDN,Ontario,6010737,30191,NA,NA,53.8,-89.9,534800000,-895400000,222.2,NA,NA,NA,NA,NA,NA,NA,NA
7423,MUSKRATDAM LAKE,Ontario,601NEC0,7367,NA,NA,53.45,-91.63,532700000,-913800000,304.8,NA,NA,NA,NA,NA,NA,NA,NA
7373,MUSKRAT DAM A,Ontario,6015025,44483,71755,ZMD,53.44,-91.76,532629000,-914546000,277.7,2005,2012,2005,2012,2006,2012,NA,NA
7374,MUSKRAT DAM,Ontario,6015026,50722,71678,ZMD,53.44,-91.76,532629000,-914546000,277.7,2012,2016,2012,2016,2012,2016,NA,NA
7398,SANDY LAKE,Ontario,6017400,45088,NA,NA,53.06,-93.34,530351000,-932040000,289.9,2006,2012,2006,2012,2006,2012,NA,NA
7399,SANDY LAKE A,Ontario,6017401,50723,71587,ZSJ,53.06,-93.34,530351000,-932040000,289.9,2012,2016,2012,2016,2012,2016,NA,NA
7428,SANDY LAKE,Ontario,601PDH0,7368,NA,NA,53.05,-93.33,530300000,-932000000,304.8,NA,NA,NA,NA,NA,NA,NA,NA
7404,WEBEQUIE,Ontario,6019440,7577,NA,NA,52.98,-87.35,525900000,-872100000,204.2,NA,NA,NA,NA,NA,NA,NA,NA
7347,ATTAWAPISKAT A,Ontario,6010400,52918,71653,YAT,52.93,-82.43,525539000,-822555000,9.1,2015,2016,2015,2016,2015,2016,NA,NA
7346,ATTAWAPISKAT,Ontario,6010387,3913,NA,NA,52.92,-82.45,525500000,-822700000,9.1,1968,1968,NA,NA,1968,1968,1968,1968
7414,POPLAR HILL,Ontario,601F562,9838,NA,NA,52.85,-94.3,525100000,-941800000,0,NA,NA,NA,NA,NA,NA,NA,NA
7430,SUMMER BEAVER,Ontario,601QJ69,9874,NA,NA,52.75,-88.52,524500000,-883100000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7421,DEER LAKE,Ontario,601JRP6,9836,NA,NA,52.63,-94,523800000,-940000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7411,KARL LAKE,Ontario,601C9PR,7570,NA,NA,52.58,-90.18,523500000,-901100000,317,NA,NA,NA,NA,NA,NA,NA,NA
7400,STIRLAND,Ontario,6018046,9847,NA,NA,52.42,-91.05,522500000,-910300000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7365,KASHECHEWAN  CLDN,Ontario,6014010,30251,NA,NA,52.28,-81.67,521701000,-814008000,12.6,NA,NA,NA,NA,NA,NA,NA,NA
7345,ALBANY,Ontario,6010097,7573,NA,NA,52.25,-81.63,521500000,-813800000,9.1,NA,NA,NA,NA,NA,NA,NA,NA
7368,LANSDOWNE HOUSE,Ontario,6014350,3919,NA,NA,52.23,-87.88,521400000,-875300000,254.5,1941,1989,1953,1989,1941,1989,1941,1989
7896,FORT ALBANY,Ontario,6072460,4147,NA,NA,52.22,-81.67,521300000,-814000000,15.2,1968,1993,NA,NA,1968,1993,1968,1993
7369,LANSDOWNE HOUSE A,Ontario,6014351,51237,NA,YLH,52.2,-87.93,521144000,-875603000,254.2,2013,2016,2013,2016,NA,NA,NA,NA
7370,LANSDOWNE HOUSE (AUT),Ontario,6014353,10244,71846,WLF,52.2,-87.94,521146000,-875610000,253.4,1992,2016,1994,2016,1992,2016,2000,2006
7371,LANSDOWNE HOUSE A,Ontario,6014355,43910,NA,YLH,52.2,-87.94,521145000,-875610000,254.2,2005,2013,2005,2013,NA,NA,NA,NA
7420,CAT LAKE,Ontario,601JB68,9845,NA,NA,51.92,-91.82,515500000,-914900000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7375,MCDOWELL,Ontario,60150LN,9837,NA,NA,51.83,-93.58,515000000,-933500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7419,SHRED LAKE,Ontario,601GG05,7366,NA,NA,51.77,-89.72,514600000,-894300000,350.5,NA,NA,NA,NA,NA,NA,NA,NA
7942,OGOKI POST A,Ontario,6075786,52898,71652,YKP,51.66,-85.9,513931000,-855404000,181,2014,2016,2014,2016,2014,2015,NA,NA
7969,OGOKI POST,Ontario,607EGFM,7621,NA,NA,51.62,-85.93,513700000,-855600000,198.1,NA,NA,NA,NA,NA,NA,NA,NA
7409,FORT HOPE,Ontario,601B4QR,9863,NA,NA,51.58,-88,513500000,-880000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7359,FORT HOPE,Ontario,6012490,3918,NA,NA,51.55,-87.97,513300000,-875800000,NA,1891,1930,NA,NA,1891,1930,1891,1930
7360,FORT HOPE,Ontario,6012491,7574,NA,NA,51.55,-87.98,513300000,-875900000,267.6,NA,NA,NA,NA,NA,NA,NA,NA
7372,MARTENS FALLS,Ontario,6014997,7575,NA,NA,51.53,-86.5,513200000,-863000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7353,CENTRAL PATRICIA,Ontario,6011305,3915,NA,NA,51.5,-90.15,513000000,-900900000,345,1953,1978,NA,NA,1953,1978,1953,1978
7364,KAPIKIK LAKE,Ontario,6013955,7372,NA,NA,51.5,-91.97,513000000,-915800000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7715,MIMINISKA LAKE,Ontario,604N1H9,9870,NA,NA,51.5,-88.5,513000000,-883000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7382,PICKLE LAKE  CLDN,Ontario,6016524,30193,NA,NA,51.48,-90.16,512848000,-900943000,365.1,NA,NA,NA,NA,NA,NA,NA,NA
7967,GHOST RIVER,Ontario,607BGFE,7619,NA,NA,51.48,-83.4,512900000,-832400000,61,NA,NA,NA,NA,NA,NA,NA,NA
7381,PICKLE LAKE,Ontario,6016523,7988,NA,NA,51.46,-90.2,512735000,-901155000,370,NA,NA,NA,NA,NA,NA,NA,NA
7380,PICKLE LAKE CAPMON,Ontario,6016520,48528,NA,PKL,51.45,-90.22,512656076,-901305068,386.2,NA,NA,NA,NA,NA,NA,NA,NA
7383,PICKLE LAKE (AUT),Ontario,6016525,3920,71835,WPL,51.45,-90.22,512657001,-901304007,390.8,1930,2016,1955,2016,1930,2016,1930,2006
7384,PICKLE LAKE A,Ontario,6016527,3921,71845,YPL,51.45,-90.21,512647000,-901251000,386.2,1990,2012,1990,2012,1990,2012,1990,2012
7385,PICKLE LAKE A,Ontario,6016528,52418,NA,YPL,51.45,-90.21,512647000,-901251000,386.2,2013,2016,2013,2016,NA,NA,NA,NA
7386,PICKLE LAKE A,Ontario,6016529,50478,71845,YPL,51.45,-90.21,512647000,-901251000,386.2,2012,2016,2012,2016,2012,2016,NA,NA
7387,PICKLE LAKE UA,Ontario,6016530,32514,71845,YPL,51.45,-90.2,512700000,-901200000,386.2,NA,NA,NA,NA,NA,NA,NA,NA
7388,PICKLE LAKE UA,Ontario,6016532,31868,71845,NA,51.45,-90.22,512700000,-901300000,386.2,NA,NA,NA,NA,NA,NA,NA,NA
7412,MAKOKIBATAN LAKE,Ontario,601DQ62,9872,NA,NA,51.42,-87.42,512500000,-872500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,SABOURIN LAKE,Ontario,601P2FF,9839,NA,NA,51.42,-94.68,512500000,-944100000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7355,DONA LAKE,Ontario,6012064,3916,NA,NA,51.4,-90.12,512400000,-900700000,382,1990,1990,NA,NA,1990,1990,1990,1990
7930,MOOSONEE,Ontario,6075420,48950,71398,YMO,51.29,-80.61,511728000,-803628000,9.1,2010,2016,2010,2016,2010,2016,NA,NA
7932,MOOSONEE A,Ontario,6075428,7632,71836,YMO,51.29,-80.61,511729000,-803627000,9.1,1994,2006,1994,2006,1995,2006,NA,NA
7934,MOOSONEE RCS,Ontario,6075435,42123,71309,XZC,51.29,-80.62,511730000,-803705000,9.1,2003,2016,2003,2016,2003,2016,2003,2006
7401,SWAIN LAKE,Ontario,6018190,7374,NA,NA,51.28,-93.33,511700000,-932000000,395.6,NA,NA,NA,NA,NA,NA,NA,NA
7933,MOOSONEE AWOS,Ontario,6075431,30242,71836,YMO,51.28,-80.6,511700000,-803600000,9.1,2006,2010,2006,2010,2006,2010,NA,NA
7936,MOOSONEE CS,Ontario,6075439,11000,71838,WSM,51.28,-80.6,511700000,-803600000,8.5,1994,1995,1994,1995,NA,NA,NA,NA
7931,MOOSONEE UA,Ontario,6075425,4168,71836,WZC,51.27,-80.65,511600000,-803900000,10,1932,2016,1953,1995,1932,2016,1932,2006
7929,MOOSE FACTORY  CLDN,Ontario,6075403,30248,NA,NA,51.25,-80.62,511501000,-803700000,10.18,NA,NA,NA,NA,NA,NA,NA,NA
7935,MOOSONEE CLDN,Ontario,6075437,44264,NA,YMO,51.25,-80.62,511501008,-803700012,10.2,NA,NA,NA,NA,NA,NA,NA,NA
7551,ALLANWATER BRIDGE,Ontario,6040211,9850,NA,NA,51.23,-90.18,511400000,-901100000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7928,MOOSE FACTORY,Ontario,6075400,4167,NA,NA,51.23,-80.5,511400000,-803000000,8.8,1877,1938,NA,NA,1877,1938,1877,1929
7354,DOG HOLE BAY,Ontario,6012035,7369,NA,NA,51.22,-90.23,511300000,-901400000,374.9,NA,NA,NA,NA,NA,NA,NA,NA
7390,RAT RAPIDS,Ontario,6016890,3922,NA,NA,51.2,-90.23,511200000,-901400000,374.9,1934,1953,NA,NA,1934,1953,1934,1953
7408,WOMAN LAKE,Ontario,6019560,7377,NA,NA,51.18,-92.85,511100000,-925100000,390.8,NA,NA,NA,NA,NA,NA,NA,NA
7363,JACKSON MANION,Ontario,6013847,7371,NA,NA,51.17,-92.75,511000000,-924500000,399.3,NA,NA,NA,NA,NA,NA,NA,NA
7367,LAKE ST JOSEPH,Ontario,6014303,7373,NA,NA,51.08,-90.58,510500000,-903500000,361.2,NA,NA,NA,NA,NA,NA,NA,NA
7391,RED LAKE A,Ontario,6016970,50248,71854,YRL,51.07,-93.79,510402000,-934735000,385.9,2012,2016,2012,2016,2012,2016,NA,NA
7392,RED LAKE A,Ontario,6016971,52419,NA,YRL,51.07,-93.79,510402000,-934735000,385.9,2013,2016,2013,2016,NA,NA,NA,NA
7393,RED LAKE,Ontario,6016974,10900,NA,NA,51.07,-93.8,510400000,-934800000,383.1,1994,1994,1994,1994,NA,NA,NA,NA
7394,RED LAKE A,Ontario,6016975,3923,71854,YRL,51.07,-93.79,510401000,-934735000,385.88,1930,2012,1953,2012,1930,2012,1930,2012
7396,RED LAKE FORESTRY,Ontario,6016979,3924,NA,NA,51.07,-93.82,510400000,-934900000,375.5,1959,1960,NA,NA,1959,1960,1959,1960
7403,UCHI LAKE,Ontario,6019053,7376,NA,NA,51.07,-92.58,510400000,-923500000,402.3,NA,NA,NA,NA,NA,NA,NA,NA
7395,RED LAKE  CLDN,Ontario,6016977,30241,NA,NA,51.03,-93.86,510203000,-935147000,376.9,NA,NA,NA,NA,NA,NA,NA,NA
7376,MEDCALFE,Ontario,60150NR,9846,NA,NA,50.97,-90.43,505800000,-902600000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7416,ROOT PORTAGE,Ontario,601GAHG,7363,NA,NA,50.88,-91.45,505300000,-912700000,373.4,NA,NA,NA,NA,NA,NA,NA,NA
7366,LAC SEUL,Ontario,601428J,9834,NA,NA,50.78,-93.45,504700000,-932700000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7693,WABOOSE DAM,Ontario,6049175,4060,NA,NA,50.78,-87.98,504700000,-875900000,329.2,1941,1956,NA,NA,1941,1956,1941,1956
7699,MELCHETT LAKE,Ontario,604E0N9,7579,NA,NA,50.67,-87.08,504000000,-870500000,320,NA,NA,NA,NA,NA,NA,NA,NA
7356,EAR FALLS,Ontario,6012198,3917,NA,NA,50.63,-93.22,503800000,-931300000,360.9,1928,1999,NA,NA,1928,1999,1928,1999
7357,EAR FALLS (AUT),Ontario,6012199,27865,71295,XEA,50.63,-93.22,503750000,-931317000,362.6,1999,2016,2000,2016,1999,2016,1999,2006
7672,SUMMIT CONTROL DAM,Ontario,6048175,4053,NA,NA,50.63,-88.2,503800000,-881200000,332.2,1950,1959,NA,NA,1950,1959,1950,1959
7941,ONAKAWANA,Ontario,6075780,7634,NA,NA,50.6,-81.4,503600000,-812400000,48.5,NA,NA,NA,NA,NA,NA,NA,NA
7970,ONAKAWANA,Ontario,607EGP0,7622,NA,NA,50.6,-81.42,503600000,-812500000,61,NA,NA,NA,NA,NA,NA,NA,NA
7971,ONAKAWANA (AUT),Ontario,607EP80,10685,NA,WOQ,50.6,-81.42,503600000,-812500000,42.1,1994,1997,1994,1997,NA,NA,NA,NA
7489,GOOSE ISLAND,Ontario,6032895,7383,NA,NA,50.57,-93.65,503400000,-933900000,359.7,NA,NA,NA,NA,NA,NA,NA,NA
7397,ROWDY LAKE,Ontario,6017200,9842,NA,NA,50.55,-94.42,503300000,-942500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7714,META LAKE,Ontario,604N062,9869,NA,NA,50.5,-87.25,503000000,-871500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7426,SLATE FALLS,Ontario,601P808,9848,NA,NA,50.47,-94.95,502800000,-945700000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7543,SIOUX NARROWS,Ontario,603PQ00,9851,NA,NA,50.47,-94.95,502800000,-945700000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7661,SAVANT LAKE,Ontario,6047620,4047,NA,NA,50.47,-90.35,502800000,-902100000,398.7,1930,1944,NA,NA,1930,1944,1930,1944
7537,MAYNARD LAKE,Ontario,603E0BH,9854,NA,NA,50.42,-93.83,502500000,-935000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7562,BRACE LAKE,Ontario,60408EN,9867,NA,NA,50.42,-87.58,502500000,-873500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7968,MAMMAMATTAWA,Ontario,607DHHF,7620,NA,NA,50.42,-84.35,502500000,-842100000,121.9,NA,NA,NA,NA,NA,NA,NA,NA
7590,HANOVER TOWER,Ontario,6043330,4007,NA,NA,50.4,-87.17,502400000,-871000000,335.3,1952,1956,NA,NA,1952,1955,1952,1956
7572,CARIBOU LAKE,Ontario,6041224,7397,NA,NA,50.37,-89.1,502200000,-890600000,376.7,NA,NA,NA,NA,NA,NA,NA,NA
7538,PERRAULT FALLS,Ontario,603FLP9,9856,NA,NA,50.33,-93.13,502000000,-930800000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7554,ARMSTRONG (AUT),Ontario,6040326,7581,NA,NA,50.3,-89.03,501800000,-890200000,350.5,1994,1995,1994,1995,1994,1995,NA,NA
7553,ARMSTRONG (AUT),Ontario,6040325,3987,71841,WYW,50.29,-88.91,501737000,-885419000,322.5,1938,2016,1953,2016,1938,2016,1938,1982
7555,ARMSTRONG A,Ontario,6040327,52900,NA,YYW,50.29,-88.91,501725000,-885435000,322.5,2015,2016,2015,2016,NA,NA,NA,NA
7503,LAC SEUL,Ontario,6034282,3962,NA,NA,50.28,-92.2,501700000,-921200000,352,1914,1941,NA,NA,1914,1941,1914,1941
7552,ARMSTRONG,Ontario,6040322,3986,NA,NA,50.28,-89.15,501700000,-890900000,341.7,1926,1947,NA,NA,1926,1947,1926,1947
7694,WAGAMING,Ontario,6049190,7409,NA,NA,50.27,-88.87,501600000,-885200000,313.3,NA,NA,NA,NA,NA,NA,NA,NA
7556,ARMSTRONG JELLIEN,Ontario,6040330,3988,NA,NA,50.25,-89.1,501500000,-890600000,341.4,1987,1992,NA,NA,1987,1992,1987,1992
7598,JACOBS TOWER,Ontario,6043850,7401,NA,NA,50.25,-89.83,501500000,-895000000,407.5,NA,NA,NA,NA,NA,NA,NA,NA
7700,OGOKI,Ontario,604E763,9875,NA,NA,50.25,-86.97,501500000,-865800000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7656,REDMOND,Ontario,6046989,4044,NA,NA,50.23,-87.5,501400000,-873000000,326.1,1952,1956,NA,NA,1952,1956,1952,1956
7628,NAKINA A,Ontario,6045550,4029,NA,NA,50.18,-86.7,501100000,-864200000,324.6,1939,1967,1953,1967,1939,1967,1939,1967
7630,NAKINA FORESTRY,Ontario,6045572,4030,NA,NA,50.18,-86.7,501100000,-864200000,320.6,1929,1959,NA,NA,1929,1959,1929,1959
7490,GRASSY NARROWS,Ontario,6033505,44163,NA,NA,50.14,-93.98,500827009,-935902003,322,2005,2009,NA,NA,2005,2009,2005,2006
7517,SIOUX LOOKOUT,Ontario,6037768,3967,NA,NA,50.13,-91.87,500800000,-915200000,364.8,1914,1932,NA,NA,1914,1932,1914,1932
7518,SIOUX LOOKOUT,Ontario,6037770,3968,NA,NA,50.13,-91.87,500800000,-915200000,374,1930,1938,NA,NA,1930,1938,1930,1938
7522,SIOUX LOOKOUT 2,Ontario,6037777,7390,NA,NA,50.13,-91.87,500800000,-915200000,364.8,NA,NA,NA,NA,NA,NA,NA,NA
7519,SIOUX LOOKOUT HWOS,Ontario,6037773,51017,NA,NA,50.12,-91.9,500700000,-915400000,383.4,2013,2013,NA,NA,2013,2013,NA,NA
7520,SIOUX LOOKOUT A,Ontario,6037775,3969,NA,NA,50.12,-91.9,500700000,-915400000,383.1,1938,2013,1953,2013,1938,2013,1938,2013
7523,SIOUX LOOKOUT 3,Ontario,6037779,7391,NA,NA,50.12,-91.92,500700000,-915500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7521,SIOUX LOOKOUT A,Ontario,6037776,51138,71842,YXL,50.11,-91.91,500651000,-915429000,383.1,2013,2016,2013,2016,2013,2016,NA,NA
7671,STURGEON RIVER,Ontario,6048155,46427,NA,NA,50.08,-90.85,500435070,-905113060,415,2007,2013,NA,NA,2007,2013,NA,NA
7954,SMOKY FALLS,Ontario,6077845,4178,NA,NA,50.07,-82.17,500400000,-821000000,182.9,1933,1997,NA,NA,1933,1997,1933,1997
7943,PAGWA,Ontario,6076180,4171,NA,NA,50.05,-85.3,500300000,-851800000,189,1918,1934,NA,NA,1918,1934,1918,1934
7478,CLAY LAKE,Ontario,6031E5H,9855,NA,NA,50.03,-93.47,500200000,-932800000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7944,PAGWA A,Ontario,6076200,4172,NA,NA,50.03,-85.27,500200000,-851600000,189,1938,1964,NA,NA,1938,1964,1938,1964
7509,MINAKI,Ontario,6035190,3965,NA,NA,49.98,-94.67,495900000,-944000000,335.3,1930,1967,NA,NA,1930,1967,1930,1967
7533,WERNER L,Ontario,6039450,9852,NA,NA,49.98,-94.67,495900000,-944000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7606,KENOGAMI DAM,Ontario,6044050,4015,NA,NA,49.92,-86.47,495500000,-862800000,312.4,1950,1958,NA,NA,1950,1958,1950,1958
7978,MOOSELAND,Ontario,607ND0R,9883,NA,NA,49.92,-84.25,495500000,-841500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7492,IGNACE FORESTRY,Ontario,6033695,7384,NA,NA,49.9,-91.58,495400000,-913500000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7532,WATCOMB,Ontario,6039351,3974,NA,NA,49.9,-91.28,495400000,-911700000,411.5,1969,1977,NA,NA,1969,1977,1970,1977
7670,STURGEON LAKE,Ontario,6048145,4052,NA,NA,49.88,-90.97,495300000,-905800000,428.2,1972,1994,NA,NA,1972,1994,1972,1994
7879,ABITIBI CANYON,Ontario,6070027,4141,NA,NA,49.88,-81.57,495300000,-813400000,204.2,1931,1963,NA,NA,1931,1963,1931,1963
7510,DRYDEN RADAR,Ontario,6035650,44588,NA,XDR,49.86,-92.8,495130000,-924750000,0,NA,NA,NA,NA,NA,NA,NA,NA
7528,VERMILION BAY,Ontario,6039135,7393,NA,NA,49.85,-93.4,495100000,-932400000,374.6,NA,NA,NA,NA,NA,NA,NA,NA
7945,PINARD,Ontario,6076540,4173,NA,NA,49.85,-81.6,495100000,-813600000,231.6,1963,1982,NA,NA,1963,1982,1963,1982
7475,BARCLAY,Ontario,6030488,3951,NA,NA,49.83,-92.82,495000000,-924900000,381.3,1885,1896,NA,NA,1885,1896,1885,1896
7480,DRYDEN A,Ontario,6032119,3953,NA,YHD,49.83,-92.75,495000000,-924500000,412.7,1969,2005,1969,2005,1970,2005,1970,2004
7481,DRYDEN A (AUT),Ontario,6032120,29368,NA,NA,49.83,-92.74,494954000,-924439000,412.7,1999,2010,1999,2010,1999,2010,2004,2006
7483,DRYDEN REGIONAL,Ontario,6032125,48869,71527,YHD,49.83,-92.74,494939000,-924439000,412.7,2010,2016,2010,2016,2010,2016,NA,NA
7529,VERMILION BAY TCPL 52,Ontario,6039136,3973,NA,NA,49.83,-93.63,495000000,-933800000,385,1969,1984,NA,NA,1969,1984,1969,1984
7535,WINKLE LAKE,Ontario,6039554,9882,NA,NA,49.83,-92.83,495000000,-925000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7482,DRYDEN FORESTRY,Ontario,6032122,3954,NA,NA,49.82,-92.85,494900000,-925100000,373.1,1960,1968,NA,NA,1960,1968,1960,1968
7485,EAGLE RIVER,Ontario,6032192,3955,NA,NA,49.82,-93.22,494900000,-931300000,350,1986,1988,NA,NA,1986,1988,1986,1988
7494,INGOLF,Ontario,6033785,3958,NA,NA,49.82,-95.15,494900000,-950900000,363,1927,1941,NA,NA,1927,1941,1927,1941
7531,WATCOMB,Ontario,6039350,7395,NA,NA,49.82,-91.32,494900000,-911900000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7498,KENORA,Ontario,6034070,3959,NA,NA,49.8,-94.53,494800000,-943200000,335.9,1883,1939,NA,NA,1883,1939,1883,1939
7499,KENORA RCS,Ontario,6034073,47307,71151,TKR,49.79,-94.38,494726000,-942240000,412.7,2008,2016,2008,2016,2008,2016,NA,NA
7500,KENORA A,Ontario,6034075,3960,71850,YQK,49.79,-94.37,494725005,-942155003,409.65,1938,2013,1953,2013,1938,2013,1938,2013
7501,KENORA A,Ontario,6034076,51137,71850,YQK,49.79,-94.36,494718000,-942147000,409.7,2013,2016,2013,2016,2013,2016,NA,NA
7479,DRYDEN,Ontario,6032117,3952,NA,NA,49.78,-92.83,494700000,-925000000,371.9,1914,1997,NA,NA,1914,1997,1914,1997
7486,EAGLE RIVER,Ontario,6032193,7382,NA,NA,49.78,-93.2,494700000,-931200000,363,NA,NA,NA,NA,NA,NA,NA,NA
7502,KENORA TCPL 49,Ontario,6034077,3961,NA,NA,49.78,-94.48,494700000,-942900000,340.2,1969,1991,NA,NA,1969,1991,1970,1991
7580,GERALDTON  CLDN,Ontario,6042714,30192,NA,NA,49.78,-85.94,494650000,-855619000,349.4,NA,NA,NA,NA,NA,NA,NA,NA
7582,GERALDTON A,Ontario,6042716,4003,71834,YGQ,49.78,-86.93,494658090,-865550050,348.4,1981,2015,1981,2015,1981,2015,1981,2014
7583,GERALDTON A,Ontario,6042717,53519,71834,YGQ,49.78,-86.94,494643000,-865619000,348.4,2015,2016,2015,2016,2015,2016,NA,NA
7584,GERALDTON A,Ontario,6042718,54240,NA,YGQ,49.78,-86.99,494643000,-865919000,348.4,2016,2016,2016,2016,NA,NA,NA,NA
7585,GERALDTON OVERLAP,Ontario,6042720,53878,NA,NA,49.78,-86.94,494643000,-865619000,348.4,NA,NA,NA,NA,NA,NA,NA,NA
7625,KLOTZ LAKE,Ontario,6044KN3,9864,NA,NA,49.78,-85.98,494700000,-855900000,NA,NA,NA,NA,NA,NA,NA,NA,NA
7496,KEEWATIN,Ontario,6034020,7386,NA,NA,49.77,-94.57,494600000,-943400000,331,NA,NA,NA,NA,NA,NA,NA,NA
7612,LONGLAC P AND P,Ontario,6044560,4020,NA,NA,49.77,-86.53,494600000,-863200000,342.6,1951,1969,NA,NA,1951,1969,1951,1969
7937,NAGAGAMI,Ontario,6075542,4169,NA,NA,49.77,-84.52,494600000,-843100000,243.8,1964,1969,NA,NA,1964,1969,1964,1969
7495,KALMAR,Ontario,6033940,7385,NA,NA,49.75,-94.92,494500000,-945500000,380.4,NA,NA,NA,NA,NA,NA,NA,NA
7511,OTTER LAKE,Ontario,6036115,7388,NA,NA,49.75,-91.35,494500000,-912100000,396.2,NA,NA,NA,NA,NA,NA,NA,NA
7527,VALORA,Ontario,6039130,3972,NA,NA,49.75,-91.22,494500000,-911300000,426.7,1957,1959,NA,NA,1957,1959,1957,1959
